Name,Date,Wins,Losses,Draws,Current lose streak,Current win streak,Average significant strikes landed,Average significant strike %,Average submissions attempted,Average takedowns landed,Average takedown %,Longest win streak,Total rounds fought,Total title bouts,Wins by majority decision,Wins by split decision,Wins by unanimous decision,Wins by KO/TKO,Wins by Submission,Wins by Doctor Stoppage,Age,Stance,Height (cm),Reach (cm),Win ratio,Total fights
Joshua Burkman,2018-02-18,6,12,0,4,0,29.94444444,0.521111111,0.222222222,1.888888889,0.380555556,2,44,0,0,1,3,1,1,0,37,Orthodox,177.8,182.88,0.3333333333333333,18
Joshua Sampo,2015-05-23,1,2,0,2,0,16.66666667,0.326666667,2.0,0.666666667,0.333333333,1,6,0,0,0,0,0,1,0,30,Orthodox,162.56,162.56,0.3333333333333333,3
Journey Newson,2020-09-19,0,1,0,1,0,2.81,0.33,1.0,0.0,0.0,0,4,0,0,0,0,0,0,0,31,Orthodox,165.1,170.18,0.0,1
Juan Adams,2020-02-08,1,2,0,2,0,7.32,0.55,0.0,0.97,0.66,1,7,0,0,0,0,1,0,0,28,Orthodox,195.58,203.2,0.3333333333333333,3
Juan Espino,2020-09-26,1,0,0,0,1,6.11,0.95,8.3,8.33,1.0,1,1,1,0,0,0,0,1,0,39,Orthodox,193.04,208.28,1.0,1
Julia Avila,2021-06-26,2,1,0,1,0,3.1,0.41,0.0,0.49,0.5,2,7,0,0,0,1,1,0,0,33,Orthodox,170.18,172.72,0.6666666666666666,3
Julian Erosa,2021-09-04,4,5,0,1,0,5.55,0.47,0.9,1.45,0.5,2,19,0,0,1,0,2,1,0,32,Southpaw,185.42,187.96,0.4444444444444444,9
Julian Marquez,2021-04-10,3,1,0,0,1,4.2,0.45,3.2,0.0,0.0,2,10,0,0,0,0,1,2,0,30,Orthodox,187.96,182.88,0.75,4
Juliana Lima,2018-01-27,3,3,0,1,0,28.0,0.43,0.0,1.666666667,0.385,2,17,0,0,0,3,0,0,0,35,Orthodox,165.1,165.1,0.5,6
Julianna Pena,2021-01-23,5,2,0,1,0,2.8,0.47,0.8,2.73,0.51,4,16,0,0,0,3,2,0,0,31,Orthodox,167.64,175.26,0.7142857142857143,7
Julija Stoliarenko,2021-06-26,0,2,0,2,0,2.1,0.34,0.5,0.0,0.0,0,6,0,0,0,0,0,0,0,28,Orthodox,170.18,167.64,0.0,2
Julio Arce,2021-07-24,4,2,0,1,0,4.31,0.36,0.5,0.52,0.3,3,17,0,0,0,1,2,1,0,31,Southpaw,170.18,177.8,0.6666666666666666,6
Julio Paulino,2010-09-25,0,1,0,1,0,17.0,0.27,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Orthodox,182.88,185.42,0.0,1
Jumabieke Tuerxun,2014-11-07,0,2,0,2,0,22.5,0.3,1.0,0.5,0.055,0,6,0,0,0,0,0,0,0,28,Orthodox,170.18,170.18,0.0,2
Junior Albini,2019-06-29,1,3,0,3,0,3.98,0.51,0.0,1.54,0.37,1,7,0,0,0,0,1,0,0,28,Orthodox,190.5,187.96,0.25,4
Junior Assuncao,2011-12-30,2,2,0,0,1,25.0,0.4875,0.5,1.0,0.2175,1,7,0,0,0,1,0,1,0,30,Orthodox,175.26,182.88,0.5,4
Junior Dos Santos,2020-12-12,4,0,0,0,4,5.61,0.54,0.7,1.08,0.6,4,0,0,0,0,0,0,0,0,30,Orthodox,193.04,205.74,1.0,4
Junior Hernandez,2014-01-25,0,1,0,1,0,4.0,0.4,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,27,Orthodox,175.26,175.26,0.0,1
Junyong Park,2021-05-08,2,1,0,0,2,4.37,0.47,0.6,3.02,0.57,2,8,0,0,0,2,0,0,0,30,Orthodox,177.8,185.42,0.6666666666666666,3
Jussier Formiga,2020-06-06,9,6,0,2,0,1.35,0.39,0.6,1.87,0.35,4,37,0,0,0,6,0,3,0,35,Orthodox,165.1,170.18,0.6,15
Justin Edwards,2015-06-06,2,4,0,2,0,24.0,0.47,0.833333333,1.5,0.083333333,1,14,0,0,0,1,0,1,0,32,Orthodox,177.8,177.8,0.3333333333333333,6
Justin Gaethje,2020-10-24,5,2,0,0,4,7.74,0.59,0.0,0.0,0.0,4,17,1,0,0,0,5,0,0,31,Orthodox,180.34,177.8,0.7142857142857143,7
Justin Jaynes,2021-06-26,1,3,0,3,0,3.58,0.42,0.6,0.0,0.0,1,7,0,0,0,0,1,0,0,31,Orthodox,170.18,172.72,0.25,4
Justin Jones,2015-04-04,0,1,0,1,0,28.0,0.4,1.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,180.34,198.12,0.0,1
Justin Lawrence,2013-04-13,1,1,0,1,0,43.0,0.345,0.0,1.0,0.29,1,5,0,0,0,0,1,0,0,22,Orthodox,172.72,170.18,0.5,2
Justin Ledet,2020-10-31,3,3,0,3,0,3.33,0.39,0.2,0.24,0.5,3,14,0,0,1,1,0,1,0,32,Orthodox,193.04,203.2,0.5,6
Justin Salas,2016-03-05,3,3,0,1,0,28.0,0.473333333,0.0,1.166666667,0.098333333,1,11,0,0,1,1,1,0,0,33,Southpaw,172.72,177.8,0.5,6
Justin Scoggins,2017-06-17,4,3,0,1,0,41.42857143,0.581428571,0.428571429,3.142857143,0.72,2,17,0,0,0,3,1,0,0,25,Southpaw,170.18,167.64,0.5714285714285714,7
Justin Tafa,2021-05-22,1,2,0,1,0,5.15,0.55,0.0,0.0,0.0,1,5,0,0,0,0,1,0,0,27,Southpaw,182.88,187.96,0.3333333333333333,3
Justin Willis,2019-03-23,4,0,0,0,4,52.25,0.5825,0.0,1.0,0.3125,4,10,0,0,0,3,1,0,0,31,Southpaw,185.42,198.12,1.0,4
Justine Kish,2021-04-17,3,3,0,1,0,4.51,0.48,0.1,0.87,0.33,2,18,0,0,0,3,0,0,0,33,Orthodox,165.1,162.56,0.5,6
KB Bhullar,2021-05-01,0,1,0,1,0,4.31,0.49,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,29,Switch,193.04,198.12,0.0,1
KJ Noons,2016-02-06,2,3,0,2,0,26.0,0.462,0.0,0.0,0.0,2,10,0,0,0,1,1,0,0,33,Orthodox,177.8,182.88,0.4,5
Kai Kamaka,2021-05-01,1,1,0,1,0,5.63,0.56,0.4,2.66,0.77,1,5,0,0,0,1,0,0,0,26,Orthodox,170.18,175.26,0.5,2
Kai Kara France,2020-02-22,3,1,0,1,0,5.28,0.41,0.0,0.75,0.37,3,12,0,0,1,2,0,0,0,26,Orthodox,162.56,175.26,0.75,4
Kai Kara-France,2021-03-06,4,2,0,1,0,5.02,0.39,0.0,0.53,0.23,3,17,0,0,1,3,0,0,0,27,Orthodox,162.56,175.26,0.6666666666666666,6
Kailin Curran,2017-07-29,1,4,0,2,0,36.4,0.41,0.6,1.6,0.5,1,12,0,0,0,0,0,1,0,26,Orthodox,162.56,165.1,0.2,5
Kajan Johnson,2018-09-15,4,2,0,1,0,28.66666667,0.445,0.166666667,1.5,0.201666667,4,16,0,0,1,2,1,0,0,34,Orthodox,180.34,190.5,0.6666666666666666,6
Kalindra Faria,2018-08-25,0,2,0,2,0,19.0,0.27,0.5,0.5,0.25,0,4,0,0,0,0,0,0,0,32,Switch,170.18,157.0,0.0,2
Kamal Shalorus,2012-05-15,0,2,0,2,0,19.5,0.245,0.0,0.5,0.165,0,6,0,0,0,0,0,0,0,39,Orthodox,172.72,172.72,0.0,2
Kamaru Usman,2021-04-24,13,0,0,0,13,4.63,0.54,0.1,3.27,0.48,13,46,4,0,0,9,3,1,0,33,Switch,182.88,193.04,1.0,13
Kamuela Kirk,2021-06-05,0,1,0,1,0,3.27,0.52,1.8,1.18,0.4,0,3,0,0,0,0,0,0,0,27,Switch,177.8,190.5,0.0,1
Kanako Murata,2021-06-19,1,0,0,0,1,2.08,0.59,1.2,2.4,0.4,1,3,0,0,0,1,0,0,0,27,Orthodox,154.94,157.48,1.0,1
Karl Roberson,2021-04-24,5,3,0,1,0,2.87,0.51,0.7,0.92,0.57,2,14,0,0,1,1,1,2,0,30,Southpaw,185.42,187.96,0.625,8
Karlos Vemola,2013-06-08,2,3,0,1,0,12.2,0.392,1.2,1.0,0.324,1,11,0,0,0,0,1,1,0,27,Orthodox,182.88,190.5,0.4,5
Karo Parisyan,2010-11-20,8,4,0,2,0,31.08333333,0.408333333,0.833333333,4.416666667,0.5575,4,31,0,0,1,5,1,1,0,28,Orthodox,177.8,182.88,0.6666666666666666,12
Karol Rosa,2021-10-02,3,0,0,0,3,7.88,0.54,0.0,1.5,0.5,3,9,0,0,1,2,0,0,0,26,Orthodox,165.1,170.18,1.0,3
Karolina Kowalkiewicz,2021-08-07,5,6,0,4,0,5.16,0.39,0.1,0.19,0.22,3,31,1,0,2,3,0,0,0,35,Orthodox,160.02,162.56,0.45454545454545453,11
Katlyn Chookagian,2021-05-15,8,4,0,0,1,4.57,0.35,0.4,0.25,0.15,3,34,1,0,1,7,0,0,0,32,Orthodox,175.26,172.72,0.6666666666666666,12
Katsunori Kikuno,2015-09-26,2,2,0,1,0,19.5,0.4075,0.25,1.0,0.4375,1,7,0,0,0,1,0,1,0,33,Orthodox,172.72,167.64,0.5,4
Kay Hansen,2020-11-14,1,0,0,0,1,2.49,0.56,1.2,2.41,0.18,1,3,0,0,0,0,0,1,0,21,Orthodox,157.48,160.02,1.0,1
Kazuki Tokudome,2013-07-06,1,0,0,0,1,33.0,0.42,0.0,2.0,1.0,1,3,0,0,0,1,0,0,0,26,Southpaw,180.34,185.42,1.0,1
Keita Nakamura,2019-04-20,4,6,0,0,1,30.8,0.361,0.4,1.8,0.473,1,29,0,0,2,0,0,2,0,34,Southpaw,180.34,185.42,0.4,10
Keith Jardine,2010-06-19,6,6,0,3,0,39.41666667,0.379166667,0.0,0.25,0.125,2,27,0,0,2,2,2,0,0,34,Orthodox,187.96,193.04,0.5,12
Keith Wisniewski,2011-10-01,0,1,0,1,0,14.0,0.35,0.0,3.0,0.6,0,3,0,0,0,0,0,0,0,29,Orthodox,182.88,190.5,0.0,1
Kelvin Gastelum,2021-08-21,11,7,0,1,0,3.53,0.41,0.1,1.05,0.32,5,52,1,0,3,3,3,2,0,29,Southpaw,175.26,180.34,0.6111111111111112,18
Ken Stone,2012-08-11,2,1,0,0,2,29.33333333,0.506666667,0.333333333,0.666666667,0.333333333,2,5,0,0,1,0,0,1,0,29,Orthodox,172.72,180.34,0.6666666666666666,3
Kendall Grove,2011-05-28,7,5,0,1,0,20.25,0.401666667,1.416666667,0.333333333,0.333333333,3,24,1,0,2,1,2,2,0,28,Orthodox,198.12,200.66,0.5833333333333334,12
Kennedy Nzechukwu,2021-06-26,4,1,0,0,2,5.38,0.43,0.0,0.0,0.0,2,12,0,0,1,1,2,0,0,29,Southpaw,195.58,210.82,0.8,5
Kenny Florian,2011-10-08,12,4,0,0,1,25.875,0.4525,0.8125,1.5625,0.445,6,37,3,0,0,2,2,7,1,35,Southpaw,177.8,187.96,0.75,16
Kenny Robertson,2016-09-17,4,4,0,1,0,37.375,0.53875,0.625,1.0,0.39,3,17,0,0,0,1,1,2,0,32,Orthodox,177.8,187.96,0.5,8
Ketlen Vieira,2021-02-20,5,2,0,1,0,2.66,0.36,0.5,2.19,0.48,4,1,0,0,0,0,0,0,0,29,Orthodox,172.72,172.72,0.7142857142857143,7
Kevin Aguilar,2021-05-15,3,3,0,3,0,3.96,0.4,0.0,0.16,0.16,3,16,0,0,1,2,0,0,0,32,Orthodox,170.18,185.42,0.5,6
Kevin Casey,2016-08-27,1,5,0,3,0,24.16666667,0.493333333,0.333333333,0.5,0.11,1,13,0,0,0,1,0,0,0,35,Southpaw,180.34,195.58,0.16666666666666666,6
Kevin Ferguson,2010-05-08,1,0,0,0,1,27.0,0.4,1.0,4.0,1.0,1,3,0,0,0,1,0,0,0,36,Orthodox,187.96,195.58,1.0,1
Kevin Holland,2021-04-10,9,3,0,1,0,3.74,0.54,0.6,0.92,0.45,5,31,0,0,2,2,3,2,0,28,Orthodox,190.5,205.74,0.75,12
Kevin Lee,2021-08-28,11,6,0,1,0,3.89,0.42,0.8,3.19,0.43,5,44,1,0,1,3,3,4,0,28,Orthodox,175.26,195.58,0.6470588235294118,17
Kevin Natividad,2021-04-24,0,1,0,1,0,2.63,0.24,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,28,Orthodox,167.64,177.8,0.0,1
Kevin Souza,2015-11-07,3,0,0,0,3,45.33333333,0.516666667,0.0,0.0,0.0,3,6,0,0,1,0,2,0,0,31,Orthodox,182.88,187.96,1.0,3
Khabib Nurmagomedov,2020-10-24,12,0,0,0,12,4.11,0.49,0.7,5.35,0.47,12,36,3,0,0,6,2,4,0,32,Orthodox,177.8,177.8,1.0,12
Khalid Taha,2021-07-17,1,2,0,1,0,2.69,0.33,0.3,0.0,0.0,1,10,0,0,0,0,1,0,0,29,Orthodox,165.1,175.26,0.3333333333333333,3
Khalil Rountree Jr.,2021-09-04,4,5,0,2,0,3.24,0.38,0.2,0.0,0.0,3,18,0,0,0,1,3,0,0,31,Southpaw,185.42,193.04,0.4444444444444444,9
Khama Worthy,2021-03-27,2,1,0,1,0,4.22,0.47,0.8,0.0,0.0,2,5,0,0,0,0,1,1,0,34,Orthodox,180.34,187.96,0.6666666666666666,3
Khamzat Chimaev,2020-09-19,2,0,0,0,2,8.88,0.72,3.2,4.81,0.75,2,3,0,0,0,0,1,1,0,26,Orthodox,187.96,190.5,1.0,2
Khaos Williams,2021-06-19,2,1,0,1,0,5.2,0.38,0.0,0.0,0.0,2,5,0,0,0,0,2,0,0,27,Orthodox,182.88,195.58,0.6666666666666666,3
Kiichi Kunimoto,2017-06-10,3,1,0,1,0,15.75,0.44,0.25,0.75,0.17,3,8,0,0,1,0,0,1,0,36,Orthodox,177.8,180.34,0.75,4
Klidson Abreu,2020-05-30,1,2,0,1,0,2.02,0.39,0.0,0.67,0.2,1,9,0,0,0,1,0,0,0,27,Orthodox,182.88,187.96,0.3333333333333333,3
Konstantin Erokhin,2015-12-11,0,1,0,1,0,17.0,0.47,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,32,Orthodox,180.34,185.42,0.0,1
Kris McCray,2011-03-26,0,2,0,2,0,11.0,0.325,0.0,1.0,0.5,0,3,1,0,0,0,0,0,0,29,Orthodox,182.88,193.04,0.0,2
Kron Gracie,2019-10-12,1,0,0,0,1,5.15,0.41,0.9,0.88,0.25,1,1,0,0,0,0,0,1,0,31,Southpaw,175.26,177.8,1.0,1
Krzystof Jotko,2019-07-27,7,4,0,0,1,2.84,0.44,0.1,1.39,0.4,5,29,0,0,1,5,1,0,0,29,Southpaw,185.42,195.58,0.6363636363636364,11
Krzysztof Jotko,2021-10-02,9,5,0,1,0,2.92,0.41,0.1,1.15,0.34,5,38,0,0,2,6,1,0,0,32,Southpaw,185.42,195.58,0.6428571428571429,14
Krzysztof Soszynski,2011-12-10,6,2,0,0,2,35.5,0.38625,0.75,0.375,0.15,3,18,0,0,0,2,1,2,1,34,Open Stance,185.42,195.58,0.75,8
Kurt Holobaugh,2019-05-11,0,3,0,3,0,54.66666667,0.433333333,0.666666667,0.666666667,0.276666667,0,7,0,0,0,0,0,0,0,32,Orthodox,180.34,177.8,0.0,3
Kurt Pellegrino,2011-03-19,7,4,0,1,0,23.36363636,0.472727273,0.636363636,2.090909091,0.677272727,4,25,0,0,0,2,1,4,0,31,Orthodox,172.72,177.8,0.6363636363636364,11
Kwan Ho Kwak,2017-06-17,0,1,0,1,0,53.0,0.41,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Switch,165.1,177.8,0.0,1
Kyle Bochniak,2018-12-08,2,3,0,1,0,38.4,0.324,0.0,1.0,0.146,1,15,0,0,1,1,0,0,0,31,Orthodox,170.18,177.8,0.4,5
Kyle Daukaus,2021-05-08,2,1,0,0,1,3.23,0.53,1.2,1.75,0.29,1,9,0,0,0,2,0,0,0,28,Southpaw,190.5,193.04,0.6666666666666666,3
Kyle Kingsbury,2014-07-26,4,4,0,3,0,35.25,0.46375,0.0,2.25,0.2025,4,19,0,0,1,2,1,0,0,32,Orthodox,193.04,193.04,0.5,8
Kyle Nelson,2020-09-12,1,2,0,0,1,2.73,0.36,2.8,1.41,0.16,1,6,0,0,0,0,1,0,0,29,Switch,180.34,180.34,0.3333333333333333,3
Kyle Noke,2016-11-26,6,5,0,2,0,31.0,0.55,0.363636364,1.0,0.348181818,3,22,0,0,1,0,3,2,0,36,Southpaw,185.42,193.04,0.5454545454545454,11
Kyle Prepolec,2019-09-14,0,1,0,1,0,3.2,0.34,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,30,Southpaw,177.8,177.8,0.0,1
Kyle Stewart,2019-07-27,0,1,0,1,0,1.41,0.35,0.0,1.32,0.2,0,1,0,0,0,0,0,0,0,30,Orthodox,182.88,193.04,0.0,1
Kyle Watson,2011-04-30,1,0,0,0,1,72.0,0.53,0.0,0.0,0.0,1,3,0,0,0,1,0,0,0,31,Orthodox,182.88,178.0,1.0,1
Kyler Phillips,2021-07-24,4,0,0,0,4,5.2,0.49,0.3,3.2,0.55,4,9,0,0,0,2,2,0,0,26,Orthodox,172.72,182.88,1.0,4
Kyoji Horiguchi,2016-11-19,6,1,0,0,2,50.14285714,0.475714286,0.0,1.571428571,0.397142857,4,20,1,0,0,4,2,0,0,26,Orthodox,165.1,167.64,0.8571428571428571,7
Kyung Ho Kang,2019-08-17,4,2,0,0,1,2.52,0.44,1.1,2.53,0.59,3,17,0,0,1,0,0,3,0,31,Orthodox,175.26,185.42,0.6666666666666666,6
Lance Benoist,2014-06-07,1,2,0,2,0,55.0,0.526666667,0.0,1.333333333,0.25,1,9,0,0,0,1,0,0,0,25,Southpaw,180.34,185.42,0.3333333333333333,3
Lando Vannata,2021-05-15,3,5,2,1,0,4.67,0.44,0.3,1.12,0.4,1,25,0,0,0,1,1,1,0,29,Orthodox,175.26,180.34,0.3,10
Lara Procopio,2021-06-19,1,1,0,0,1,5.64,0.58,0.3,3.15,0.47,1,6,0,0,0,1,0,0,0,25,Orthodox,162.56,170.18,0.5,2
Larissa Pacheco,2015-03-14,0,1,0,1,0,6.0,0.46,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,20,Orthodox,170.18,175.26,0.0,1
Laureano Staropoli,2021-06-05,2,2,0,2,0,3.64,0.33,0.0,0.8,0.4,2,12,0,0,0,2,0,0,0,28,Orthodox,185.42,180.34,0.5,4
Lauren Mueller,2019-10-12,1,2,0,2,0,4.08,0.41,0.0,0.7,0.5,1,7,0,0,0,1,0,0,0,27,Orthodox,165.1,170.18,0.3333333333333333,3
Lauren Murphy,2021-09-25,7,4,0,0,5,3.58,0.38,0.1,1.03,0.34,5,32,0,0,3,1,2,1,0,38,Orthodox,165.1,170.18,0.6363636363636364,11
Lavar Johnson,2013-02-23,2,1,0,1,0,36.0,0.603333333,0.0,0.0,0.0,2,3,0,0,0,0,2,0,0,35,Orthodox,193.04,208.28,0.6666666666666666,3
Leandro Issa,2016-09-03,2,2,0,1,0,28.0,0.44,1.25,1.75,0.3025,2,10,0,0,0,0,0,2,0,32,Orthodox,170.18,175.26,0.5,4
Leandro Silva,2016-09-03,3,4,0,1,0,30.71428571,0.525714286,0.428571429,1.714285714,0.432857143,2,18,0,0,0,2,0,1,0,30,Orthodox,175.26,182.88,0.42857142857142855,7
Leo Kuntz,2015-11-28,0,1,0,1,0,7.0,0.28,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,32,Orthodox,177.8,187.96,0.0,1
Leon Edwards,2021-06-12,10,2,0,0,8,2.62,0.49,0.3,1.48,0.35,8,40,0,0,1,6,2,1,0,29,Southpaw,187.96,187.96,0.8333333333333334,12
Leonard Garcia,2013-04-27,2,6,0,4,0,39.875,0.29875,0.375,0.5,0.145,1,21,0,0,1,0,0,1,0,33,Orthodox,177.8,175.26,0.25,8
Leonardo Augusto Leleco,2016-09-17,0,1,0,1,0,64.0,0.59,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,34,Orthodox,182.88,185.42,0.0,1
Leonardo Mafra,2015-07-18,1,2,0,0,1,46.0,0.48,0.333333333,1.666666667,0.276666667,1,8,0,0,0,1,0,0,0,26,Orthodox,177.8,177.8,0.3333333333333333,3
Leonardo Morales,2015-06-06,0,1,0,1,0,33.0,0.45,0.0,0.0,0.0,0,3,1,0,0,0,0,0,0,22,Southpaw,172.72,172.72,0.0,1
Leonardo Santos,2021-03-20,7,0,1,0,7,2.65,0.44,0.3,1.07,0.29,6,18,0,0,1,2,2,2,0,41,Orthodox,182.88,190.5,0.875,8
Lerone Murphy,2021-01-20,1,0,1,0,1,2.59,0.42,1.6,0.78,0.5,1,4,0,0,0,0,1,0,0,29,Orthodox,175.26,185.42,0.5,2
Leslie Smith,2016-03-19,1,2,0,1,0,47.66666667,0.403333333,0.0,0.0,0.0,1,6,0,0,0,0,1,0,0,33,Orthodox,175.26,167.64,0.3333333333333333,3
Levan Makashvili,2015-06-27,1,0,0,0,1,27.0,0.47,0.0,7.0,0.53,1,3,0,0,1,0,0,0,0,26,Orthodox,172.72,172.72,1.0,1
Li Jingliang,2021-01-16,9,4,0,1,0,4.51,0.42,0.0,1.32,0.39,4,32,0,0,1,2,6,0,0,32,Orthodox,182.88,180.34,0.6923076923076923,13
Liana Jojua,2020-07-15,0,1,0,1,0,1.53,0.42,0.0,2.41,0.66,0,3,0,0,0,0,0,0,0,25,Orthodox,162.56,157.48,0.0,1
Lina Lansberg,2019-09-28,3,3,0,0,1,2.76,0.57,0.1,0.71,0.33,1,16,0,0,0,3,0,0,0,37,Orthodox,170.18,165.1,0.5,6
Lisa Ellis,2015-05-09,0,1,0,1,0,4.0,0.8,1.0,2.0,0.66,0,2,0,0,0,0,0,0,0,32,Orthodox,162.56,157.48,0.0,1
Liu Pingyuan,2019-07-13,2,0,0,0,2,2.36,0.33,1.0,0.25,0.2,2,6,0,0,1,1,0,0,0,26,Orthodox,167.64,182.88,1.0,2
Livinha Souza,2021-03-06,3,1,0,0,1,2.06,0.45,1.2,2.4,0.44,2,10,0,0,1,1,0,1,0,29,Orthodox,160.02,160.02,0.75,4
Liz Carmouche,2019-08-10,7,6,0,0,2,2.78,0.54,0.3,2.57,0.51,2,36,0,0,1,4,2,0,0,35,Orthodox,167.64,167.64,0.5384615384615384,13
Loma Lookboonmee,2021-05-01,2,1,0,0,1,5.27,0.58,0.0,1.5,0.37,1,9,0,0,1,1,0,0,0,25,Orthodox,154.94,154.94,0.6666666666666666,3
Lorenz Larkin,2016-08-20,4,5,0,0,1,39.88888889,0.452222222,0.0,0.111111111,0.055555556,2,22,0,0,1,1,2,0,0,29,Orthodox,180.34,182.88,0.4444444444444444,9
Louis Gaudinot,2015-01-03,1,3,0,2,0,25.25,0.385,0.5,0.5,0.25,1,9,0,0,0,0,0,1,0,30,Orthodox,160.02,160.02,0.25,4
Louis Smolka,2020-12-05,7,7,0,1,0,4.25,0.46,2.0,1.61,0.34,4,31,0,0,0,2,3,2,0,29,Orthodox,175.26,172.72,0.5,14
Luan Chagas,2018-04-21,1,2,0,0,1,60.66666667,0.466666667,0.333333333,0.333333333,0.083333333,1,8,0,0,0,0,0,1,0,24,Orthodox,182.88,190.5,0.3333333333333333,3
Luana Carolina,2021-05-01,2,1,0,1,0,4.8,0.51,1.6,0.0,0.0,2,7,0,0,0,2,0,0,0,27,Orthodox,167.64,175.26,0.6666666666666666,3
Luana Pinheiro,2021-05-01,1,0,0,0,1,5.52,0.5,0.0,10.61,0.83,1,1,0,0,0,0,1,0,0,28,Orthodox,157.48,157.48,1.0,1
Lucas Martins,2016-04-10,3,3,0,2,0,24.5,0.368333333,0.333333333,0.0,0.0,3,13,0,0,0,0,2,1,0,27,Southpaw,182.88,182.88,0.5,6
Lucie Pudilova,2019-08-03,2,3,0,2,0,4.15,0.36,0.6,0.16,0.12,2,15,0,0,0,2,0,0,0,25,Orthodox,172.72,170.18,0.4,5
Lucio Linhares,2010-03-31,0,1,0,1,0,8.0,0.29,2.0,2.0,1.0,0,2,0,0,0,0,0,0,0,36,Orthodox,187.96,189.2,0.0,1
Ludovit Klein,2021-05-08,1,0,0,0,1,3.32,0.54,0.0,3.69,0.57,1,1,0,0,0,0,1,0,0,26,Southpaw,170.18,182.88,1.0,1
Luigi Vendramini,2021-06-12,1,1,0,0,1,2.26,0.37,0.7,0.67,0.08,1,3,0,0,0,0,1,0,0,25,Orthodox,172.72,185.42,0.5,2
Luis Henrique,2017-03-04,2,1,0,0,2,18.66666667,0.516666667,1.0,2.666666667,0.433333333,2,7,0,0,0,0,0,2,0,23,Orthodox,187.96,187.96,0.6666666666666666,3
Luis Pena,2021-04-17,4,3,0,1,0,3.66,0.46,1.2,1.17,0.33,2,19,0,0,0,2,1,1,0,27,Southpaw,190.5,190.5,0.5714285714285714,7
Luis Ramos,2012-06-22,0,1,0,1,0,4.0,0.57,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,31,Orthodox,172.72,183.0,0.0,1
Luis Saldana,2021-08-21,2,0,0,0,2,4.66,0.5,0.4,0.0,0.0,2,6,0,0,0,1,1,0,0,30,Orthodox,180.34,185.42,1.0,2
Luiz Cane,2012-10-13,4,4,0,1,0,25.375,0.39125,0.0,0.125,0.125,3,11,0,0,0,1,3,0,0,31,Southpaw,187.96,195.58,0.5,8
Lukasz Sajewski,2016-07-07,0,1,0,1,0,26.0,0.3,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,25,Orthodox,172.72,180.34,0.0,1
Luke Barnatt,2015-05-16,3,2,0,2,0,55.0,0.342,0.4,0.4,0.3,3,12,0,0,0,1,1,1,0,27,Orthodox,198.12,195.58,0.6,5
Luke Jumeau,2019-10-05,2,1,0,0,1,2.93,0.43,0.0,0.25,1.0,1,9,0,0,0,2,0,0,0,31,Orthodox,180.34,182.88,0.6666666666666666,3
Luke Rockhold,2019-07-06,15,3,0,1,0,4.18,0.48,1.1,0.67,0.3,9,34,3,0,0,2,6,7,0,34,Southpaw,190.5,195.58,0.8333333333333334,18
Luke Sanders,2021-05-01,4,4,0,1,0,6.61,0.52,0.2,0.71,0.3,2,14,0,0,0,1,2,1,0,35,Southpaw,167.64,170.18,0.5,8
Lyman Good,2020-06-20,3,2,0,0,1,5.32,0.49,0.0,0.38,1.0,1,10,0,0,0,0,3,0,0,35,Orthodox,182.88,187.96,0.6,5
Lyoto Machida,2018-05-12,15,8,0,0,1,30.65217391,0.523913043,0.347826087,0.608695652,0.267391304,8,61,5,0,2,6,6,1,0,39,Southpaw,185.42,187.96,0.6521739130434783,23
Mac Danzig,2013-12-14,5,7,0,2,0,36.66666667,0.490833333,0.5,1.0,0.355,2,28,1,0,0,2,1,2,0,33,Orthodox,172.72,177.8,0.4166666666666667,12
Mackens Semerzier,2012-03-02,1,1,0,1,0,29.5,0.72,0.5,2.0,0.4,1,4,0,0,0,0,0,1,0,31,Orthodox,175.26,182.88,0.5,2
Mackenzie Dern,2021-04-10,5,1,0,0,3,3.64,0.38,2.3,0.51,0.1,3,12,0,0,1,1,0,3,0,28,Orthodox,162.56,160.02,0.8333333333333334,6
Macy Chiasson,2021-03-20,4,1,0,0,1,4.16,0.49,0.5,0.98,0.21,3,11,0,0,0,1,2,1,0,29,Orthodox,180.34,182.88,0.8,5
Mads Burnell,2018-05-27,1,1,0,0,1,15.0,0.455,0.5,1.5,0.21,1,6,0,0,0,1,0,0,0,24,Orthodox,172.72,175.26,0.5,2
Magnus Cedenblad,2016-05-08,3,1,0,0,3,13.75,0.5725,0.75,1.5,0.275,3,8,0,0,0,1,0,2,0,34,Orthodox,195.58,200.66,0.75,4
